"pollster","pollster_rating_name","sample_size","candidate_name","pct"
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",456,"Joe Biden",42
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",456,"Donald Trump",44
"Spry Strategies","Spry Strategies",600,"Joe Biden",44
"Spry Strategies","Spry Strategies",600,"Donald Trump",48
"J.L. Partners","J.L. Partners",500,"Joe Biden",44
"J.L. Partners","J.L. Partners",500,"Donald Trump",44
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",883,"Joe Biden",42
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",883,"Donald Trump",46
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",771,"Joe Biden",43
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",771,"Donald Trump",49
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",883,"Donald Trump",43
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",771,"Joe Biden",40
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",771,"Donald Trump",45
"Morning Consult","Morning Consult",10260,"Joe Biden",44
"Morning Consult","Morning Consult",10260,"Donald Trump",43
"Big Village","Big Village",1625,"Donald Trump",40.3
"Big Village","Big Village",1423,"Joe Biden",42.5
"Big Village","Big Village",1423,"Donald Trump",42.2
"The Tyson Group","The Tyson Group",1050,"Donald Trump",46
"YouGov","YouGov",1200,"Donald Trump",43
"YouGov","YouGov",1200,"Donald Trump",46
"YouGov","YouGov",1359,"Joe Biden",49
"YouGov","YouGov",1359,"Donald Trump",50
"HarrisX","Harris Insights & Analytics",857,"Donald Trump",57
"HarrisX","Harris Insights & Analytics",857,"Donald Trump",49
"Cygnal","Cygnal",1500,"Joe Biden",44.5
"Cygnal","Cygnal",1500,"Donald Trump",46.5
"Cygnal","Cygnal",1500,"Donald Trump",41.2
"YouGov","YouGov",1239,"Joe Biden",46
"YouGov","YouGov",1239,"Donald Trump",44
"YouGov","YouGov",1239,"Joe Biden",42
"YouGov","YouGov",1239,"Donald Trump",43
"Marist","Marist College",1137,"Joe Biden",41
"Marist","Marist College",1137,"Donald Trump",48
"Marist","Marist College",1181,"Joe Biden",45
"Marist","Marist College",1181,"Donald Trump",47
"RMG Research","RMG Research",3000,"Joe Biden",42
"RMG Research","RMG Research",3000,"Donald Trump",43
"Emerson","Emerson College",1000,"Joe Biden",50.2
"Emerson","Emerson College",1000,"Donald Trump",44.4
"Mason-Dixon","Mason-Dixon Polling & Strategy",800,"Joe Biden",44.5
"Mason-Dixon","Mason-Dixon Polling & Strategy",800,"Donald Trump",40.6
"Fabrizio","Fabrizio, Lee & Associates",500,"Donald Trump",54
"Global Strategy Group","Global Strategy Group",600,"Donald Trump",42
"Kaplan Strategies","Kaplan Strategies",464,"Donald Trump",55
"YouGov","YouGov",1566,"Joe Biden",42
"YouGov","YouGov",1566,"Donald Trump",42
"Fabrizio/Impact","Fabrizio Lee & Associates/Impact Research",600,"Joe Biden",44
"ActiVote","ActiVote",1671,"Joe Biden",48.1
"ActiVote","ActiVote",1671,"Donald Trump",51.9
"ActiVote","ActiVote",1775,"Joe Biden",41.6
"ActiVote","ActiVote",1775,"Donald Trump",45.4
"Mitchell","Mitchell Research & Communications",710,"Joe Biden",47.6
"Mitchell","Mitchell Research & Communications",710,"Donald Trump",48.2
"Mitchell","Mitchell Research & Communications",710,"Joe Biden",45.1
"Mitchell","Mitchell Research & Communications",710,"Donald Trump",46.3
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1107,"Joe Biden",48
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1107,"Donald Trump",48
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1107,"Joe Biden",42
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1107,"Donald Trump",41
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1075,"Joe Biden",46
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1075,"Donald Trump",50
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1075,"Joe Biden",40
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1075,"Donald Trump",47
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1069,"Joe Biden",45
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1069,"Donald Trump",50
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1069,"Joe Biden",40
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1069,"Donald Trump",45
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1095,"Joe Biden",46
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1095,"Donald Trump",51
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1095,"Joe Biden",41
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1095,"Donald Trump",46
"East Carolina University","East Carolina University Center for Survey Research",1332,"Joe Biden",43
"East Carolina University","East Carolina University Center for Survey Research",1332,"Donald Trump",48
"Quinnipiac","Quinnipiac University",1203,"Joe Biden",44
"Quinnipiac","Quinnipiac University",1203,"Donald Trump",49
"Quinnipiac","Quinnipiac University",1203,"Donald Trump",43
"Navigator","Global Strategy Group/GBAO (Navigator Research)",812,"Joe Biden",45
"Navigator","Global Strategy Group/GBAO (Navigator Research)",812,"Donald Trump",40
"Navigator","Global Strategy Group/GBAO (Navigator Research)",812,"Joe Biden",48
"Navigator","Global Strategy Group/GBAO (Navigator Research)",812,"Donald Trump",44
"Morning Consult","Morning Consult",10404,"Joe Biden",43
"Morning Consult","Morning Consult",10404,"Donald Trump",44
"North Star Opinion Research","North Star Opinion Research",600,"Joe Biden",41
"North Star Opinion Research","North Star Opinion Research",600,"Donald Trump",49
"North Star Opinion Research","North Star Opinion Research",600,"Donald Trump",44
"PPIC","Public Policy Institute of California",1098,"Joe Biden",55
"Morning Consult","Morning Consult",2200,"Joe Biden",45
"Morning Consult","Morning Consult",2200,"Donald Trump",44
"Ipsos","Ipsos",2135,"Joe Biden",41
"HarrisX","Harris Insights & Analytics",1006,"Joe Biden",49
"HarrisX","Harris Insights & Analytics",1006,"Donald Trump",51
"HarrisX","Harris Insights & Analytics",1006,"Joe Biden",41
"HarrisX","Harris Insights & Analytics",1006,"Donald Trump",43
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",722,"Joe Biden",45
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",722,"Donald Trump",45
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",636,"Joe Biden",47
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",636,"Donald Trump",46
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",722,"Joe Biden",41
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",636,"Joe Biden",44
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",636,"Donald Trump",43
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",1008,"Joe Biden",43
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",1008,"Donald Trump",45
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",923,"Joe Biden",45
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",923,"Donald Trump",47
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",1008,"Joe Biden",41
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",923,"Joe Biden",43
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",923,"Donald Trump",42
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",338,"Joe Biden",40
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",290,"Joe Biden",40
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",290,"Donald Trump",41
"TIPP","TIPP Insights",1675,"Joe Biden",41
"TIPP","TIPP Insights",1675,"Donald Trump",41
"UMass Amherst/YouGov","University of Massachusetts Department of Political Science/YouGov",700,"Joe Biden",48
"Lord Ashcroft Polls","Lord Ashcroft Polls",10025,"Joe Biden",40
"Lord Ashcroft Polls","Lord Ashcroft Polls",8153,"Joe Biden",44
"Lord Ashcroft Polls","Lord Ashcroft Polls",8153,"Joe Biden",40
"Emerson","Emerson College",1000,"Joe Biden",44.1
"Emerson","Emerson College",1000,"Joe Biden",55.2
"National Public Affairs","National Public Affairs",802,"Joe Biden",46
"National Public Affairs","National Public Affairs",802,"Donald Trump",54
"National Public Affairs","National Public Affairs",802,"Joe Biden",40
"National Public Affairs","National Public Affairs",802,"Donald Trump",48
"Morning Consult","Morning Consult",3996,"Joe Biden",45
"Morning Consult","Morning Consult",3996,"Donald Trump",45
"Morning Consult","Morning Consult",10721,"Joe Biden",42
"Morning Consult","Morning Consult",10721,"Donald Trump",44
"YouGov","YouGov",1547,"Joe Biden",40
"YouGov","YouGov",1547,"Donald Trump",41
"Emerson","Emerson College",1000,"Donald Trump",41
"Leger","Leger",883,"Joe Biden",42
"Leger","Leger",883,"Donald Trump",43
"The Tyson Group","The Tyson Group",601,"Donald Trump",40
"The Tyson Group","The Tyson Group",601,"Joe Biden",44
"The Tyson Group","The Tyson Group",601,"Donald Trump",47
"Emerson","Emerson College",1100,"Joe Biden",49.9
"Emerson","Emerson College",1100,"Donald Trump",50.1
"Emerson","Emerson College",1100,"Donald Trump",43.8
"Marist","Marist College",1122,"Joe Biden",50
"Marist","Marist College",1122,"Donald Trump",48
"Marist","Marist College",1122,"Joe Biden",40
"Marist","Marist College",1122,"Donald Trump",44
"Iron Light","Iron Light",400,"Joe Biden",42
"Mitchell","Mitchell Research & Communications",697,"Joe Biden",47
"Mitchell","Mitchell Research & Communications",697,"Donald Trump",49
"Mitchell","Mitchell Research & Communications",697,"Joe Biden",45
"Mitchell","Mitchell Research & Communications",697,"Donald Trump",46
"YouGov","YouGov",1560,"Joe Biden",40
"YouGov","YouGov",1560,"Donald Trump",41
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",609,"Joe Biden",40.9
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",609,"Donald Trump",41.2
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",501,"Joe Biden",45.1
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",501,"Donald Trump",43.2
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",501,"Donald Trump",42.8
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",522,"Joe Biden",41.5
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",522,"Donald Trump",49.6
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",494,"Joe Biden",42.9
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",494,"Donald Trump",51.2
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",522,"Donald Trump",44
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",494,"Joe Biden",40
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",494,"Donald Trump",46.2
"Bullfinch","The Bullfinch Group",1200,"Donald Trump",42
"Bullfinch","The Bullfinch Group",1000,"Donald Trump",42
"Bullfinch","The Bullfinch Group",1200,"Joe Biden",43
"Bullfinch","The Bullfinch Group",1200,"Donald Trump",47
"Bullfinch","The Bullfinch Group",1000,"Joe Biden",45
"Bullfinch","The Bullfinch Group",1000,"Donald Trump",47
"Bullfinch","The Bullfinch Group",1200,"Donald Trump",41
"Bullfinch","The Bullfinch Group",1000,"Donald Trump",41
"P2 Insights","The Tyson Group",650,"Donald Trump",41
"P2 Insights","The Tyson Group",650,"Donald Trump",44
"Roanoke College","Roanoke College Institute for Policy and Opinion Research",711,"Joe Biden",42
"Roanoke College","Roanoke College Institute for Policy and Opinion Research",711,"Donald Trump",42
"Roanoke College","Roanoke College Institute for Policy and Opinion Research",711,"Joe Biden",40
"ActiVote","ActiVote",1081,"Joe Biden",48.9
"ActiVote","ActiVote",1081,"Donald Trump",51.1
"ActiVote","ActiVote",1153,"Joe Biden",42.1
"ActiVote","ActiVote",1153,"Donald Trump",44.9
"Quinnipiac","Quinnipiac University",1374,"Joe Biden",48
"Quinnipiac","Quinnipiac University",1374,"Donald Trump",47
"Quinnipiac","Quinnipiac University",1374,"Joe Biden",41
"U. New Hampshire","University of New Hampshire Survey Center",526,"Joe Biden",55
"U. New Hampshire","University of New Hampshire Survey Center",538,"Joe Biden",52
"U. New Hampshire","University of New Hampshire Survey Center",538,"Joe Biden",60
"U. New Hampshire","University of New Hampshire Survey Center",538,"Donald Trump",40
"U. New Hampshire","University of New Hampshire Survey Center",1140,"Joe Biden",44
"U. New Hampshire","University of New Hampshire Survey Center",1140,"Donald Trump",41
"U. New Hampshire","University of New Hampshire Survey Center",1140,"Joe Biden",52
"U. New Hampshire","University of New Hampshire Survey Center",1140,"Donald Trump",48
"Morning Consult","Morning Consult",10172,"Joe Biden",43
"Morning Consult","Morning Consult",10172,"Donald Trump",44
"KAConsulting LLC","KAConsulting",600,"Joe Biden",44
"KAConsulting LLC","KAConsulting",600,"Donald Trump",45
"KAConsulting LLC","KAConsulting",600,"Joe Biden",41
"KAConsulting LLC","KAConsulting",600,"Donald Trump",42
"KAConsulting LLC","KAConsulting",600,"Donald Trump",44
"KAConsulting LLC","KAConsulting",600,"Donald Trump",41
"KAConsulting LLC","KAConsulting",600,"Joe Biden",45
"KAConsulting LLC","KAConsulting",600,"Joe Biden",42
"Change Research","Change Research",835,"Joe Biden",43
"Change Research","Change Research",835,"Donald Trump",45
"Change Research","Change Research",835,"Donald Trump",41
"PPP","Public Policy Polling",615,"Joe Biden",55
"HarrisX/Harris Poll","Harris Insights & Analytics",1660,"Joe Biden",47
"HarrisX/Harris Poll","Harris Insights & Analytics",1660,"Donald Trump",53
"HarrisX/Harris Poll","Harris Insights & Analytics",1660,"Joe Biden",40
"HarrisX/Harris Poll","Harris Insights & Analytics",1660,"Donald Trump",45
"HarrisX/Harris Poll","Harris Insights & Analytics",1660,"Donald Trump",44
"Cygnal","Cygnal",1500,"Joe Biden",45
"Cygnal","Cygnal",1500,"Donald Trump",45.8
"Cygnal","Cygnal",1500,"Donald Trump",40.8
"Echelon Insights","Echelon Insights",1023,"Joe Biden",46
"Echelon Insights","Echelon Insights",1023,"Donald Trump",49
"Echelon Insights","Echelon Insights",1023,"Donald Trump",43
"Elway","Elway Research",403,"Joe Biden",42
"YouGov","YouGov",1181,"Joe Biden",45
"YouGov","YouGov",1181,"Donald Trump",54
"YouGov","YouGov",1174,"Donald Trump",49
"YouGov","YouGov",1193,"Joe Biden",47
"YouGov","YouGov",1193,"Donald Trump",52
"YouGov","YouGov",1192,"Joe Biden",40
"YouGov","YouGov",1192,"Donald Trump",44
"Prime Group","Prime Group",490,"Joe Biden",49
"Prime Group","Prime Group",490,"Donald Trump",51
"Prime Group","Prime Group",490,"Joe Biden",40
"Prime Group","Prime Group",490,"Donald Trump",44
"Prime Group","Prime Group",486,"Joe Biden",47
"Prime Group","Prime Group",486,"Donald Trump",53
"Prime Group","Prime Group",486,"Donald Trump",48
"Prime Group","Prime Group",470,"Joe Biden",49
"Prime Group","Prime Group",470,"Donald Trump",51
"Prime Group","Prime Group",470,"Joe Biden",41
"Prime Group","Prime Group",470,"Donald Trump",42
"Prime Group","Prime Group",482,"Joe Biden",52
"Prime Group","Prime Group",482,"Donald Trump",48
"Prime Group","Prime Group",482,"Joe Biden",44
"Prime Group","Prime Group",482,"Donald Trump",42
"Prime Group","Prime Group",468,"Joe Biden",50
"Prime Group","Prime Group",468,"Donald Trump",50
"Prime Group","Prime Group",468,"Joe Biden",43
"Prime Group","Prime Group",468,"Donald Trump",44
"Prime Group","Prime Group",472,"Joe Biden",49
"Prime Group","Prime Group",472,"Donald Trump",51
"Prime Group","Prime Group",472,"Joe Biden",42
"Prime Group","Prime Group",472,"Donald Trump",45
"Prime Group","Prime Group",487,"Joe Biden",51
"Prime Group","Prime Group",487,"Donald Trump",49
"Prime Group","Prime Group",487,"Joe Biden",45
"Prime Group","Prime Group",487,"Donald Trump",42
"Prime Group","Prime Group",488,"Joe Biden",51
"Prime Group","Prime Group",488,"Donald Trump",49
"Prime Group","Prime Group",488,"Joe Biden",44
"Prime Group","Prime Group",488,"Donald Trump",44
"Siena","Siena College",1191,"Joe Biden",47
"McLaughlin","McLaughlin & Associates",1000,"Joe Biden",43
"McLaughlin","McLaughlin & Associates",1000,"Donald Trump",48
"Marquette Law School","Marquette University Law School",902,"Joe Biden",50
"Marquette Law School","Marquette University Law School",902,"Donald Trump",50
"Marquette Law School","Marquette University Law School",684,"Joe Biden",49
"Marquette Law School","Marquette University Law School",684,"Donald Trump",51
"Marquette Law School","Marquette University Law School",902,"Donald Trump",40
"Marquette Law School","Marquette University Law School",684,"Joe Biden",41
"Marquette Law School","Marquette University Law School",684,"Donald Trump",44
"YouGov","YouGov",1586,"Joe Biden",41
"YouGov","YouGov",1586,"Donald Trump",42
"McLaughlin","McLaughlin & Associates",2000,"Joe Biden",44.9
"McLaughlin","McLaughlin & Associates",2000,"Donald Trump",45.5
"McLaughlin","McLaughlin & Associates",1721,"Joe Biden",47
"McLaughlin","McLaughlin & Associates",1721,"Donald Trump",46.8
"McLaughlin","McLaughlin & Associates",1721,"Joe Biden",40.2
"McLaughlin","McLaughlin & Associates",1721,"Donald Trump",41.3
"Ipsos","Ipsos",3208,"Joe Biden",46
"Ipsos","Ipsos",3208,"Donald Trump",46
"Noble Predictive Insights","Noble Predictive Insights",1003,"Joe Biden",41
"Noble Predictive Insights","Noble Predictive Insights",1003,"Donald Trump",43
"University of Massachusetts Lowell/YouGov","University of Massachusetts Lowell Center for Public Opinion",600,"Joe Biden",42
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",1155,"Joe Biden",43
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",1155,"Donald Trump",42
"YouGov","YouGov",1201,"Joe Biden",45
"YouGov","YouGov",1201,"Donald Trump",45
"YouGov","YouGov",1201,"Joe Biden",43
"YouGov","YouGov",1201,"Donald Trump",44
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1126,"Joe Biden",40
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1126,"Donald Trump",43
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1126,"Joe Biden",48
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1126,"Donald Trump",49
"Mason-Dixon","Mason-Dixon Polling & Strategy",500,"Donald Trump",50
"Morning Consult","Morning Consult",459,"Donald Trump",44
"Morning Consult","Morning Consult",459,"Joe Biden",47
"Morning Consult","Morning Consult",459,"Donald Trump",47
"Morning Consult","Morning Consult",459,"Kamala Harris",44
"Ipsos","Ipsos",1730,"Joe Biden",48
"Ipsos","Ipsos",1730,"Donald Trump",48
"Morning Consult","Morning Consult",693,"Joe Biden",42
"Morning Consult","Morning Consult",693,"Donald Trump",43
"Morning Consult","Morning Consult",693,"Joe Biden",46
"Morning Consult","Morning Consult",693,"Donald Trump",47
"Morning Consult","Morning Consult",693,"Kamala Harris",41
"Morning Consult","Morning Consult",693,"Donald Trump",49
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",527,"Donald Trump",41
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",527,"Joe Biden",44
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",527,"Donald Trump",45
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",600,"Donald Trump",42
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",600,"Joe Biden",44
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",600,"Donald Trump",47
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",606,"Joe Biden",40
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",606,"Donald Trump",43
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",606,"Joe Biden",45
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",606,"Donald Trump",47
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",402,"Donald Trump",43
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",402,"Joe Biden",40
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",402,"Donald Trump",49
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",601,"Donald Trump",44
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",601,"Joe Biden",41
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",601,"Donald Trump",48
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",730,"Joe Biden",40
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",730,"Donald Trump",43
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",730,"Joe Biden",45
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",730,"Donald Trump",48
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",503,"Joe Biden",41
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",503,"Donald Trump",41
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",503,"Joe Biden",45
"Benenson Strategy Group/GS Strategy Group","Benenson Strategy Group/GS Strategy Group",503,"Donald Trump",45
"Morning Consult","Morning Consult",10243,"Joe Biden",43
"Morning Consult","Morning Consult",10243,"Donald Trump",44
"Morning Consult","Morning Consult",795,"Joe Biden",40
"Morning Consult","Morning Consult",795,"Donald Trump",45
"Morning Consult","Morning Consult",795,"Joe Biden",44
"Morning Consult","Morning Consult",795,"Donald Trump",49
"Morning Consult","Morning Consult",795,"Kamala Harris",42
"Morning Consult","Morning Consult",795,"Donald Trump",51
"Morning Consult","Morning Consult",795,"Donald Trump",44
"Morning Consult","Morning Consult",795,"Donald Trump",47
"Morning Consult","Morning Consult",795,"Kamala Harris",41
"Morning Consult","Morning Consult",704,"Joe Biden",42
"Morning Consult","Morning Consult",704,"Donald Trump",40
"Morning Consult","Morning Consult",704,"Joe Biden",46
"Morning Consult","Morning Consult",704,"Donald Trump",45
"Morning Consult","Morning Consult",704,"Kamala Harris",44
"Morning Consult","Morning Consult",704,"Donald Trump",47
"Morning Consult","Morning Consult",704,"Donald Trump",46
"Morning Consult","Morning Consult",704,"Donald Trump",49
"Morning Consult","Morning Consult",704,"Kamala Harris",40
"Morning Consult","Morning Consult",704,"Donald Trump",50
"Morning Consult","Morning Consult",812,"Joe Biden",42
"Morning Consult","Morning Consult",812,"Donald Trump",45
"Morning Consult","Morning Consult",812,"Joe Biden",46
"Morning Consult","Morning Consult",812,"Kamala Harris",43
"Morning Consult","Morning Consult",812,"Donald Trump",50
"SurveyUSA","SurveyUSA",625,"Joe Biden",44
"SurveyUSA","SurveyUSA",625,"Donald Trump",42
"RMG Research","RMG Research",2000,"Joe Biden",42
"RMG Research","RMG Research",2000,"Joe Biden",44
"RMG Research","RMG Research",2000,"Donald Trump",42
"High Point University","High Point University Survey Research Center",1002,"Donald Trump",43
"High Point University","High Point University Survey Research Center",804,"Joe Biden",42
"High Point University","High Point University Survey Research Center",804,"Donald Trump",44
"Siena/NYT","The New York Times/Siena College",626,"Donald Trump",42
"Siena/NYT","The New York Times/Siena College",626,"Joe Biden",42
"Siena/NYT","The New York Times/Siena College",626,"Donald Trump",49
"Siena/NYT","The New York Times/Siena College",626,"Donald Trump",44
"Siena/NYT","The New York Times/Siena College",626,"Joe Biden",43
"Siena/NYT","The New York Times/Siena College",604,"Donald Trump",49
"Siena/NYT","The New York Times/Siena College",604,"Donald Trump",42
"Siena/NYT","The New York Times/Siena College",604,"Joe Biden",41
"Siena/NYT","The New York Times/Siena College",604,"Donald Trump",50
"Siena/NYT","The New York Times/Siena College",616,"Joe Biden",42
"Siena/NYT","The New York Times/Siena College",616,"Donald Trump",49
"Siena/NYT","The New York Times/Siena College",616,"Joe Biden",47
"Siena/NYT","The New York Times/Siena College",616,"Donald Trump",46
"Siena/NYT","The New York Times/Siena College",614,"Donald Trump",41
"Siena/NYT","The New York Times/Siena College",614,"Donald Trump",50
"Siena/NYT","The New York Times/Siena College",614,"Donald Trump",44
"Siena/NYT","The New York Times/Siena College",614,"Donald Trump",51
"Siena/NYT","The New York Times/Siena College",1023,"Donald Trump",40
"Siena/NYT","The New York Times/Siena College",1023,"Joe Biden",44
"Siena/NYT","The New York Times/Siena College",1023,"Donald Trump",47
"Siena/NYT","The New York Times/Siena College",1023,"Donald Trump",41
"Siena/NYT","The New York Times/Siena College",1023,"Joe Biden",45
"Siena/NYT","The New York Times/Siena College",1023,"Donald Trump",48
"Siena/NYT","The New York Times/Siena College",614,"Joe Biden",47
"Siena/NYT","The New York Times/Siena College",614,"Donald Trump",45
"Siena/NYT","The New York Times/Siena College",614,"Donald Trump",40
"Siena/NYT","The New York Times/Siena College",614,"Joe Biden",46
"Siena/NYT","The New York Times/Siena College",614,"Donald Trump",47
"SSRS","SSRS",501,"Donald Trump",47
"Emerson","Emerson College",1115,"Joe Biden",56
"Emerson","Emerson College",1115,"Joe Biden",49.9
"Big Village","Big Village",2867,"Joe Biden",41.9
"Big Village","Big Village",2867,"Donald Trump",40.6
"Clarity","Clarity Campaign Labs",1076,"Joe Biden",46
"Clarity","Clarity Campaign Labs",1076,"Donald Trump",49
"PPP","Public Policy Polling",719,"Joe Biden",60
"YouGov","YouGov",1598,"Joe Biden",43
"YouGov","YouGov",1598,"Donald Trump",43
"Cherry Communications","Cherry Communications",609,"Joe Biden",42
"Cherry Communications","Cherry Communications",609,"Donald Trump",51
"Cherry Communications","Cherry Communications",609,"Donald Trump",46
"Ipsos","Ipsos",407,"Joe Biden",46
"Ipsos","Ipsos",407,"Donald Trump",44
"Ipsos","Ipsos",407,"Joe Biden",47
"Ipsos","Ipsos",407,"Donald Trump",43
"Quinnipiac","Quinnipiac University",1457,"Joe Biden",50
"Quinnipiac","Quinnipiac University",1457,"Donald Trump",44
"Quinnipiac","Quinnipiac University",1457,"Joe Biden",40
"Cygnal","Cygnal",600,"Donald Trump",42.6
"Morning Consult","Morning Consult",9918,"Joe Biden",43
"Morning Consult","Morning Consult",9918,"Donald Trump",44
"North Star Opinion Research","North Star Opinion Research",600,"Donald Trump",41
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",529,"Joe Biden",42
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",529,"Donald Trump",44
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",586,"Donald Trump",47
